 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2018
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";1;17;1;14;1;6;-;30;7;3;-;-;1;-;6;-;-;9;96
"411900 PEROLA D'OESTE";-;12;-;4;-;1;-;13;5;2;-;-;-;-;-;-;2;9;48
"411910 PIEN";1;17;-;5;-;2;-;24;10;1;-;1;-;-;2;-;5;5;73
"411915 PINHAIS";32;143;-;53;13;18;-;209;72;46;4;2;32;1;7;4;8;79;723
"411920 PINHALAO";2;5;1;4;1;1;-;24;6;2;-;-;2;-;-;-;1;7;56
"411925 PINHAL DE SAO BENTO";1;4;-;1;-;1;-;5;4;3;-;-;-;-;-;1;-;6;26
"411930 PINHAO";6;31;-;15;-;7;-;65;31;7;-;3;3;-;2;3;2;32;207
"411940 PIRAI DO SUL";4;32;-;4;2;7;-;35;24;9;-;2;8;-;1;-;14;14;156
"411950 PIRAQUARA";28;91;2;50;10;16;-;140;69;22;2;1;15;4;15;4;21;103;593
"411960 PITANGA";12;37;-;20;3;5;-;66;36;8;1;-;7;-;2;2;1;27;227
"411965 PITANGUEIRAS";-;2;-;1;1;1;-;2;5;2;-;-;2;-;-;-;1;-;17
"411970 PLANALTINA DO PARANA";1;5;1;3;2;4;-;19;5;3;-;-;3;-;1;-;1;2;50
"411980 PLANALTO";2;20;1;9;-;6;-;45;15;6;-;-;4;-;1;-;-;9;118
"411990 PONTA GROSSA";69;500;9;163;34;104;-;528;284;126;10;11;72;3;43;16;80;219;2271
"411995 PONTAL DO PARANA";7;36;1;4;2;4;-;44;22;10;-;-;3;1;2;1;32;26;195
"412000 PORECATU";3;25;-;6;2;6;-;32;13;5;2;-;5;1;4;1;-;10;115
"412010 PORTO AMAZONAS";1;5;-;3;-;4;-;9;3;-;-;-;1;-;-;1;5;3;35
"412015 PORTO BARREIRO";-;4;-;1;1;1;-;8;2;1;-;-;-;-;-;-;-;-;18
"412020 PORTO RICO";-;2;-;4;-;-;-;4;2;-;-;-;1;-;-;-;-;5;18
"412030 PORTO VITORIA";1;6;1;3;-;1;-;9;5;3;-;-;1;-;-;-;1;3;34
"412033 PRADO FERREIRA";-;6;-;1;-;-;-;4;1;2;-;-;1;-;-;1;-;2;18
"412035 PRANCHITA";2;8;-;3;-;-;-;11;6;1;-;1;1;-;-;-;1;6;40
"412040 PRESIDENTE CASTELO BRANCO";-;5;-;2;-;1;-;7;-;2;1;-;2;-;1;2;-;3;26
"412050 PRIMEIRO DE MAIO";3;24;1;4;-;1;-;26;20;4;2;1;3;-;-;-;-;6;95
"412060 PRUDENTOPOLIS";4;81;-;22;7;13;-;117;47;20;2;-;11;-;5;-;7;41;377
"412065 QUARTO CENTENARIO";-;3;-;5;-;2;-;14;2;5;-;-;2;-;-;1;-;4;38
"412070 QUATIGUA";3;12;-;7;1;1;-;19;7;6;1;-;6;-;-;1;1;4;69
"412080 QUATRO BARRAS";6;18;1;4;1;4;-;34;24;7;1;1;3;-;-;-;1;18;123
"412085 QUATRO PONTES";1;8;-;2;-;3;-;9;3;2;-;3;5;-;2;-;1;5;44
"412090 QUEDAS DO IGUACU";5;36;-;10;1;3;-;57;22;10;1;1;5;-;3;2;1;34;191
"412100 QUERENCIA DO NORTE";2;10;-;6;1;1;-;22;11;7;-;-;1;-;1;1;-;9;72
"412110 QUINTA DO SOL";-;6;-;6;1;3;-;14;4;2;-;1;-;-;-;1;1;3;42
"412120 QUITANDINHA";4;19;-;6;2;-;-;34;8;9;1;-;3;-;1;1;15;13;116
"412125 RAMILANDIA";2;7;-;3;-;-;-;7;1;-;-;-;1;-;1;-;1;2;25
"412130 RANCHO ALEGRE";1;9;-;5;-;1;-;6;7;2;-;-;4;-;-;-;7;4;46
"412135 RANCHO ALEGRE D'OESTE";-;1;-;1;-;3;-;7;4;-;-;-;1;-;-;1;1;2;21
"412140 REALEZA";4;40;-;6;1;5;-;27;17;4;-;-;2;-;-;-;2;13;121
"412150 REBOUCAS";4;22;-;6;2;1;-;30;13;3;-;-;4;-;1;1;-;11;98
"412160 RENASCENCA";2;10;-;2;1;3;-;15;13;3;-;1;1;-;-;1;-;7;59
"412170 RESERVA";7;25;1;22;1;5;-;54;14;7;1;-;6;1;3;2;2;27;178
"412175 RESERVA DO IGUACU";1;8;1;3;1;-;-;11;9;4;-;-;2;-;-;1;-;6;47
"412180 RIBEIRAO CLARO";3;22;1;6;-;6;-;37;16;7;-;-;3;-;1;-;3;12;117
"412190 RIBEIRAO DO PINHAL";5;21;2;13;3;4;-;52;15;10;1;-;4;-;2;-;10;12;154
"412200 RIO AZUL";2;37;-;10;1;3;-;42;23;9;-;-;2;-;2;1;2;19;153
"412210 RIO BOM";-;8;-;2;-;-;-;10;8;2;-;-;-;-;-;1;2;3;36
"412215 RIO BONITO DO IGUACU";1;12;1;5;3;2;-;32;19;7;-;1;3;-;4;1;3;15;109
"412217 RIO BRANCO DO IVAI";-;3;-;2;-;-;-;6;6;3;-;-;2;-;-;-;2;1;25
"412220 RIO BRANCO DO SUL";14;48;1;12;5;6;-;51;24;12;1;3;2;-;2;4;18;33;236
"412230 RIO NEGRO";9;42;1;12;3;6;-;69;30;8;1;1;7;-;4;-;-;22;215
"412240 ROLANDIA";13;84;2;27;2;21;-;122;67;17;3;1;17;1;10;-;8;40;435
"412250 RONCADOR";1;20;-;9;-;3;-;27;8;6;-;-;1;-;-;-;-;10;85
"412260 RONDON";-;12;-;2;-;8;-;18;11;5;-;-;3;-;-;-;1;8;68
"412265 ROSARIO DO IVAI";1;5;-;1;-;1;-;14;4;2;1;-;-;-;2;-;2;2;35
"412270 SABAUDIA";-;15;-;1;1;-;-;11;6;3;1;-;1;-;-;1;-;6;46
"412280 SALGADO FILHO";2;6;-;1;-;2;-;4;5;3;-;-;-;-;-;-;-;4;27
"412290 SALTO DO ITARARE";4;12;-;9;1;1;-;14;4;-;-;-;1;-;-;-;2;1;49
"412300 SALTO DO LONTRA";2;19;-;2;2;5;-;35;11;4;-;-;1;-;-;1;1;13;96
"412310 SANTA AMELIA";3;4;-;-;-;1;-;6;4;1;-;-;-;-;-;1;1;3;24
"412320 SANTA CECILIA DO PAVAO";2;6;-;4;-;-;-;4;5;1;1;-;-;-;1;-;-;5;29
"412330 SANTA CRUZ DE MONTE CASTELO";6;10;-;4;-;6;-;21;10;1;-;1;3;-;-;1;3;6;72
"412340 SANTA FE";1;19;1;4;1;4;-;27;14;1;-;-;4;-;-;1;-;12;89
"412350 SANTA HELENA";5;42;-;13;1;7;-;56;26;8;-;-;1;-;4;-;5;13;181
"412360 SANTA INES";-;3;-;1;-;-;-;2;-;2;-;-;-;-;-;-;-;-;8
"412370 SANTA ISABEL DO IVAI";1;16;-;7;-;3;-;25;8;6;-;-;1;1;1;-;2;7;78
"412380 SANTA IZABEL DO OESTE";1;15;1;4;-;2;-;15;22;10;-;-;1;-;-;1;-;6;78
"412382 SANTA LUCIA";-;8;-;-;-;1;-;11;1;2;-;-;-;-;-;-;1;2;26
"412385 SANTA MARIA DO OESTE";2;11;-;4;1;2;-;18;7;1;-;-;1;-;1;1;7;7;63
"412390 SANTA MARIANA";5;24;-;7;6;2;-;34;15;5;-;-;3;-;1;1;1;8;112
"412395 SANTA MONICA";-;2;-;3;2;3;-;8;4;1;-;-;1;-;-;-;-;5;29
"412400 SANTANA DO ITARARE";1;13;-;3;-;1;-;14;5;3;-;-;2;-;-;1;2;8;53
"412402 SANTA TEREZA DO OESTE";-;19;-;4;1;2;-;23;8;3;-;-;1;-;3;-;1;4;69
"412405 SANTA TEREZINHA DE ITAIPU";4;26;-;7;1;6;-;45;14;10;-;2;5;-;1;-;5;20;146
"412410 SANTO ANTONIO DA PLATINA";11;49;3;35;11;14;-;114;37;20;-;3;9;1;7;2;12;38;366
"412420 SANTO ANTONIO DO CAIUA";2;1;-;1;-;-;-;3;2;-;-;-;-;-;-;3;-;3;15
"412430 SANTO ANTONIO DO PARAISO";-;2;-;1;-;-;-;6;5;2;-;-;-;-;-;1;-;1;18
"412440 SANTO ANTONIO DO SUDOESTE";1;34;-;9;2;8;-;42;17;5;-;-;-;-;1;3;4;10;136
"412450 SANTO INACIO";2;9;-;5;1;-;-;12;8;2;-;-;1;-;-;-;-;2;42
"412460 SAO CARLOS DO IVAI";1;10;-;2;1;2;-;18;11;3;1;1;5;-;-;1;-;3;59
"412470 SAO JERONIMO DA SERRA";1;13;-;-;1;-;-;19;15;7;1;-;2;-;1;1;5;16;82
"412480 SAO JOAO";2;29;-;3;1;2;-;21;2;6;-;-;3;-;-;1;4;15;89
"412490 SAO JOAO DO CAIUA";-;11;-;4;2;-;-;16;5;4;-;-;1;-;-;-;1;3;47
"412500 SAO JOAO DO IVAI";2;11;-;11;2;3;-;36;12;5;1;-;6;-;-;-;5;14;108
"412510 SAO JOAO DO TRIUNFO";2;23;-;1;1;3;-;26;14;2;-;-;2;-;1;1;3;5;84
"412520 SAO JORGE D'OESTE";2;18;-;10;-;5;-;13;10;4;1;2;-;-;-;1;-;9;75
"412530 SAO JORGE DO IVAI";-;8;-;2;-;5;-;14;4;1;-;-;-;-;1;-;-;2;37
"412535 SAO JORGE DO PATROCINIO";1;13;-;2;1;-;-;12;7;4;-;-;-;-;1;-;-;4;45
"412540 SAO JOSE DA BOA VISTA";1;5;-;3;-;2;-;22;4;4;1;-;1;-;-;-;1;5;49
"412545 SAO JOSE DAS PALMEIRAS";-;3;-;3;-;-;-;12;3;1;-;-;-;-;-;1;-;1;24
"412550 SAO JOSE DOS PINHAIS";51;314;5;109;41;71;-;404;191;69;4;8;63;3;23;15;23;221;1615
"412555 SAO MANOEL DO PARANA";-;8;-;1;1;-;-;2;1;1;-;-;-;-;-;-;-;1;15
"412560 SAO MATEUS DO SUL";5;78;1;18;5;6;-;95;40;13;-;-;4;-;4;2;2;21;294
"412570 SAO MIGUEL DO IGUACU";6;43;-;8;1;3;-;58;31;6;-;1;3;-;4;3;3;33;203
"412575 SAO PEDRO DO IGUACU";-;12;-;1;1;2;-;20;11;2;-;-;-;-;-;-;-;4;53
"412580 SAO PEDRO DO IVAI";1;12;-;5;-;1;-;16;9;5;-;-;4;1;-;2;1;4;61
"412590 SAO PEDRO DO PARANA";-;3;-;1;-;2;-;6;1;3;-;-;1;-;-;-;-;2;19
"412600 SAO SEBASTIAO DA AMOREIRA";2;14;1;3;1;2;-;15;7;3;-;-;2;-;1;-;2;5;58
"412610 SAO TOME";1;9;-;1;-;3;-;10;10;1;-;-;1;-;-;-;-;9;45
"412620 SAPOPEMA";-;5;-;3;1;2;-;14;13;3;-;-;2;-;2;-;-;2;47
"412625 SARANDI";17;108;-;38;10;15;-;165;68;41;2;-;28;-;17;10;2;89;610
"412627 SAUDADE DO IGUACU";1;8;2;8;-;1;-;12;3;2;-;-;1;1;-;-;-;5;44
"412630 SENGES";3;24;-;5;2;4;-;41;8;4;1;1;1;-;1;1;1;18;115
"412635 SERRANOPOLIS DO IGUACU";1;7;-;-;1;1;-;8;4;1;-;2;1;-;-;-;1;2;29
"412640 SERTANEJA";1;11;-;2;1;2;-;15;14;1;-;-;4;-;1;-;1;4;57
"412650 SERTANOPOLIS";2;24;1;6;2;3;-;35;22;6;-;1;3;-;1;2;1;16;125
"412660 SIQUEIRA CAMPOS";7;27;-;11;-;1;-;50;28;11;-;1;5;-;1;2;2;23;169
"412665 SULINA";1;3;-;1;-;-;-;14;5;-;-;-;-;-;-;-;-;-;24
"412667 TAMARANA";4;20;-;4;2;2;-;13;10;4;-;-;4;-;5;1;2;8;79
"412670 TAMBOARA";2;10;-;4;-;1;-;11;12;1;-;-;2;-;1;-;1;5;50
"412680 TAPEJARA";2;20;-;9;1;2;-;30;9;5;-;-;1;-;1;2;2;12;96
"412690 TAPIRA";2;15;1;3;-;-;-;15;7;3;-;-;3;-;2;-;-;6;57
"412700 TEIXEIRA SOARES";2;14;-;2;-;1;-;13;9;5;-;-;1;-;3;-;-;7;57
"412710 TELEMACO BORBA";11;92;5;55;4;9;-;172;59;24;1;3;7;-;8;3;18;71;542
"412720 TERRA BOA";3;18;-;12;-;4;-;32;11;7;-;1;5;1;2;2;1;15;114
"412730 TERRA RICA";1;21;1;8;2;3;-;43;15;7;-;-;1;-;1;1;-;10;114
"412740 TERRA ROXA";3;24;-;7;2;8;-;51;14;6;1;-;4;1;-;1;2;20;144
"412750 TIBAGI";7;27;1;13;2;5;-;27;23;3;-;-;4;1;2;2;10;21;148
"412760 TIJUCAS DO SUL";4;13;-;9;1;4;-;22;16;3;-;-;5;-;1;-;5;10;93
"412770 TOLEDO";18;140;2;48;12;44;-;218;118;43;1;1;21;-;17;12;11;95;801
"412780 TOMAZINA";3;10;1;4;1;1;-;28;6;10;-;-;-;-;-;-;1;10;75
"412785 TRES BARRAS DO PARANA";1;16;-;6;-;1;-;29;5;4;-;-;5;-;-;1;-;12;80
"412788 TUNAS DO PARANA";2;2;-;2;-;1;-;8;6;3;-;-;-;-;-;-;4;5;33
"412790 TUNEIRAS DO OESTE";1;17;2;10;1;6;-;14;15;1;-;-;3;-;1;-;2;8;81
"412795 TUPASSI";4;10;1;1;1;-;-;17;7;4;-;-;-;-;-;-;3;10;58
"412796 TURVO";-;16;-;3;2;1;-;36;17;6;-;-;1;-;-;1;-;9;92
"412800 UBIRATA";6;29;1;13;1;7;-;68;22;9;-;-;3;-;2;2;2;25;190
"412810 UMUARAMA";12;147;1;69;6;22;-;231;103;41;-;2;10;1;14;6;3;80;748
"412820 UNIAO DA VITORIA";13;83;1;35;9;19;-;107;66;25;1;1;4;-;5;2;12;42;425
"412830 UNIFLOR";-;4;-;-;-;1;-;7;1;-;-;1;-;-;-;-;-;2;16
"412840 URAI";2;21;-;6;-;-;-;28;26;8;-;1;5;-;-;1;4;6;108
"412850 WENCESLAU BRAZ";8;24;1;18;2;8;-;48;22;9;-;-;8;-;3;-;5;21;177
"412853 VENTANIA";1;13;1;4;1;-;-;22;6;5;-;-;2;-;-;-;6;10;71
"412855 VERA CRUZ DO OESTE";3;12;-;11;-;3;-;21;5;3;1;-;1;-;2;-;1;6;69
"412860 VERE";-;15;1;3;1;1;-;13;11;6;-;-;-;-;-;-;2;8;61
"412862 ALTO PARAISO";-;1;-;2;-;2;-;8;5;2;-;-;1;-;-;-;-;6;27
"412863 DOUTOR ULYSSES";-;5;-;3;-;2;-;15;2;-;1;-;2;1;-;-;-;2;33
"412865 VIRMOND";1;3;-;1;-;-;-;11;11;4;-;-;-;-;-;-;-;3;34
"412870 VITORINO";2;10;1;3;-;2;-;7;7;2;-;-;3;-;1;-;2;8;48
"412880 XAMBRE";3;6;-;3;2;1;-;16;10;1;-;-;1;-;1;-;2;1;47
"Total";2163;14598;287;4931;905;3199;5;20351;9152;3975;202;312;2002;82;940;591;1604;8549;73848
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
