 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2019
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";-;15;1;14;2;5;-;42;8;6;-;-;1;-;1;1;-;11;107
"411900 PEROLA D'OESTE";1;6;-;1;-;1;-;9;6;2;-;-;1;-;-;1;3;2;33
"411910 PIEN";4;20;-;6;-;2;-;16;7;-;-;-;1;-;-;1;2;6;65
"411915 PINHAIS";30;142;2;44;5;22;-;177;66;43;4;4;22;1;7;9;17;82;677
"411920 PINHALAO";3;10;-;4;-;1;-;17;7;4;1;-;2;-;-;1;-;5;55
"411925 PINHAL DE SAO BENTO";-;1;-;2;-;-;-;3;3;1;-;1;2;-;-;-;-;3;16
"411930 PINHAO";3;39;2;12;1;3;-;52;36;7;1;1;5;-;7;3;2;25;199
"411940 PIRAI DO SUL";3;41;-;8;-;9;-;58;32;11;-;-;4;-;1;2;10;16;195
"411950 PIRAQUARA";22;103;3;30;8;19;-;157;55;29;2;-;12;1;17;9;30;86;583
"411960 PITANGA";7;38;2;13;4;9;-;71;27;8;-;1;18;-;1;3;2;27;231
"411965 PITANGUEIRAS";-;1;-;2;-;1;-;3;7;1;-;-;-;-;-;-;-;3;18
"411970 PLANALTINA DO PARANA";-;4;-;1;-;-;-;15;3;1;-;-;1;-;-;-;1;3;29
"411980 PLANALTO";3;22;-;4;-;4;-;44;16;4;-;-;1;-;-;-;1;6;105
"411990 PONTA GROSSA";67;456;11;205;23;129;-;524;312;144;6;10;75;1;40;22;131;272;2428
"411995 PONTAL DO PARANA";10;21;-;9;1;4;-;47;21;14;-;-;3;1;2;2;38;23;196
"412000 PORECATU";2;20;-;9;1;4;-;35;14;8;2;2;3;-;2;-;4;12;118
"412010 PORTO AMAZONAS";1;9;-;1;1;1;-;10;6;2;-;-;-;-;-;-;-;6;37
"412015 PORTO BARREIRO";-;9;-;2;-;-;-;2;6;-;-;-;2;-;-;1;1;5;28
"412020 PORTO RICO";-;3;-;3;-;-;-;7;1;1;-;-;-;-;-;1;-;4;20
"412030 PORTO VITORIA";-;11;-;1;1;-;-;7;9;2;-;-;1;-;-;-;-;3;35
"412033 PRADO FERREIRA";4;9;-;4;-;-;-;9;4;-;-;-;-;-;1;-;-;1;32
"412035 PRANCHITA";-;9;-;-;-;-;-;13;15;3;-;-;2;-;-;-;-;4;46
"412040 PRESIDENTE CASTELO BRANCO";-;3;-;4;1;4;-;7;2;2;-;-;-;-;1;1;-;6;31
"412050 PRIMEIRO DE MAIO";2;17;1;4;1;5;-;20;16;1;-;-;3;-;1;1;2;8;82
"412060 PRUDENTOPOLIS";4;88;3;32;9;7;-;131;48;25;2;-;10;-;4;2;4;50;419
"412065 QUARTO CENTENARIO";1;9;-;5;2;2;-;14;2;3;-;-;-;-;-;-;-;4;42
"412070 QUATIGUA";1;16;1;8;2;1;-;22;6;5;-;-;4;1;-;1;1;5;74
"412080 QUATRO BARRAS";10;32;2;5;2;8;-;31;14;7;-;-;6;-;-;1;-;15;133
"412085 QUATRO PONTES";3;7;-;2;-;-;-;10;2;2;-;1;1;-;-;-;2;5;35
"412090 QUEDAS DO IGUACU";6;53;1;8;3;6;-;60;28;9;-;-;4;-;5;4;2;41;230
"412100 QUERENCIA DO NORTE";2;22;-;8;-;3;-;27;5;2;-;-;-;1;2;1;1;4;78
"412110 QUINTA DO SOL";2;7;1;6;1;-;-;7;6;6;-;-;-;-;-;-;-;4;40
"412120 QUITANDINHA";5;30;-;6;1;3;-;32;19;6;-;-;2;-;-;1;4;10;119
"412125 RAMILANDIA";1;6;-;1;-;-;-;5;5;1;1;1;-;-;1;-;6;1;29
"412130 RANCHO ALEGRE";1;10;-;1;1;2;-;13;4;1;-;-;1;-;-;-;2;3;39
"412135 RANCHO ALEGRE D'OESTE";-;2;-;4;-;-;-;11;4;2;-;-;1;-;-;-;-;-;24
"412140 REALEZA";6;27;1;4;-;7;-;30;16;5;-;-;3;-;-;-;9;13;121
"412150 REBOUCAS";2;24;-;8;3;2;-;30;18;8;-;2;2;-;1;1;-;14;115
"412160 RENASCENCA";1;14;-;2;-;3;-;5;10;3;-;-;1;-;-;1;-;8;48
"412170 RESERVA";5;32;1;12;5;2;-;57;21;9;1;2;1;-;3;-;5;17;173
"412175 RESERVA DO IGUACU";-;8;1;2;-;1;-;10;7;2;-;-;-;-;-;-;2;8;41
"412180 RIBEIRAO CLARO";6;15;-;5;1;7;-;31;10;4;-;-;6;-;1;1;6;11;104
"412190 RIBEIRAO DO PINHAL";7;29;1;10;1;2;-;40;21;9;-;-;4;-;-;1;4;8;137
"412200 RIO AZUL";-;23;-;3;3;2;-;36;23;2;-;-;5;-;2;1;-;9;109
"412210 RIO BOM";1;8;-;2;-;3;-;17;13;2;-;-;-;-;-;1;-;3;50
"412215 RIO BONITO DO IGUACU";2;22;-;6;-;1;-;23;10;5;-;1;2;-;-;1;2;22;97
"412217 RIO BRANCO DO IVAI";2;2;-;4;-;-;-;12;4;2;-;-;-;-;-;-;2;3;31
"412220 RIO BRANCO DO SUL";7;33;2;12;1;5;-;58;30;7;-;2;6;1;5;3;13;20;205
"412230 RIO NEGRO";5;39;1;8;8;8;-;65;34;15;-;-;9;-;-;2;6;24;224
"412240 ROLANDIA";18;108;1;23;5;14;-;116;46;23;1;7;19;1;10;4;10;26;432
"412250 RONCADOR";3;24;-;5;-;2;-;33;10;5;-;-;2;-;1;2;4;15;106
"412260 RONDON";1;13;-;5;2;1;-;19;8;2;-;-;-;-;-;2;2;10;65
"412265 ROSARIO DO IVAI";-;8;1;2;1;2;-;17;8;6;-;-;1;-;1;-;-;2;49
"412270 SABAUDIA";2;12;-;3;-;1;-;14;5;4;-;-;1;-;2;1;-;10;55
"412280 SALGADO FILHO";-;5;-;3;-;2;-;7;3;1;-;-;1;-;-;-;1;3;26
"412290 SALTO DO ITARARE";1;10;1;6;2;1;-;14;5;1;-;-;1;-;-;1;-;3;46
"412300 SALTO DO LONTRA";3;15;-;5;1;4;-;25;10;3;1;-;-;-;-;-;-;16;83
"412310 SANTA AMELIA";1;9;1;1;1;1;-;3;4;2;-;-;1;1;-;-;3;4;32
"412320 SANTA CECILIA DO PAVAO";2;9;-;-;-;-;-;4;6;-;-;-;2;-;1;-;1;1;26
"412330 SANTA CRUZ DE MONTE CASTELO";3;9;1;8;1;3;-;29;8;3;-;-;1;-;-;-;-;3;69
"412340 SANTA FE";2;22;-;4;1;2;-;31;14;2;-;-;3;-;1;1;-;9;92
"412350 SANTA HELENA";4;47;3;11;-;6;-;45;33;11;1;-;5;-;-;3;7;20;196
"412360 SANTA INES";1;3;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;2;10
"412370 SANTA ISABEL DO IVAI";1;10;-;7;-;3;-;23;10;4;-;-;-;-;-;1;-;6;65
"412380 SANTA IZABEL DO OESTE";2;20;-;4;2;1;-;17;10;1;-;-;6;-;-;2;2;14;81
"412382 SANTA LUCIA";-;9;-;2;-;-;-;7;7;3;-;-;1;-;-;-;-;5;34
"412385 SANTA MARIA DO OESTE";2;7;1;7;-;-;-;14;11;8;1;-;1;-;-;1;5;3;61
"412390 SANTA MARIANA";4;21;1;13;1;7;-;34;16;5;1;-;1;-;-;1;3;8;116
"412395 SANTA MONICA";1;8;-;1;-;1;-;10;3;1;-;-;1;-;2;-;-;1;29
"412400 SANTANA DO ITARARE";1;2;-;4;1;1;-;12;1;1;-;-;2;-;-;1;3;1;30
"412402 SANTA TEREZA DO OESTE";1;12;-;7;1;-;-;18;12;1;-;-;3;2;2;-;-;11;70
"412405 SANTA TEREZINHA DE ITAIPU";4;30;-;12;2;3;-;36;22;8;-;1;10;-;3;-;2;21;154
"412410 SANTO ANTONIO DA PLATINA";13;50;1;25;3;22;-;88;42;10;1;3;7;1;2;1;32;39;340
"412420 SANTO ANTONIO DO CAIUA";-;2;-;2;-;1;-;7;3;-;-;-;2;-;1;-;-;1;19
"412430 SANTO ANTONIO DO PARAISO";1;2;-;3;-;-;-;8;3;1;-;-;-;-;-;-;1;3;22
"412440 SANTO ANTONIO DO SUDOESTE";2;30;2;9;1;8;-;52;21;4;1;-;3;-;-;1;1;9;144
"412450 SANTO INACIO";-;6;-;2;-;-;-;14;10;4;-;-;-;-;-;2;-;4;42
"412460 SAO CARLOS DO IVAI";2;10;-;3;-;4;-;12;8;8;-;-;3;-;-;-;-;4;54
"412470 SAO JERONIMO DA SERRA";3;9;-;2;1;1;-;16;3;5;1;-;-;-;-;1;-;12;54
"412480 SAO JOAO";3;20;-;5;-;3;-;38;13;4;-;-;2;-;2;1;-;8;99
"412490 SAO JOAO DO CAIUA";1;7;1;3;1;-;-;16;4;4;-;-;-;-;1;-;-;4;42
"412500 SAO JOAO DO IVAI";3;15;1;11;-;2;-;23;14;7;-;-;5;-;-;1;-;13;95
"412510 SAO JOAO DO TRIUNFO";1;25;-;2;2;2;-;30;10;2;-;1;2;-;-;-;9;5;91
"412520 SAO JORGE D'OESTE";-;14;-;5;1;5;-;25;13;4;-;-;4;-;-;-;-;13;84
"412530 SAO JORGE DO IVAI";1;7;-;2;-;-;-;11;10;5;-;-;-;-;-;-;-;3;39
"412535 SAO JORGE DO PATROCINIO";-;5;-;5;-;3;-;14;9;3;-;1;1;-;1;-;-;11;53
"412540 SAO JOSE DA BOA VISTA";-;7;-;2;-;-;-;18;3;4;-;-;1;-;-;-;-;7;42
"412545 SAO JOSE DAS PALMEIRAS";1;7;-;3;2;-;-;12;3;-;-;-;-;-;-;2;-;1;31
"412550 SAO JOSE DOS PINHAIS";64;340;6;103;34;76;-;425;172;81;5;7;42;-;26;13;30;179;1603
"412555 SAO MANOEL DO PARANA";-;3;-;2;-;-;-;-;4;1;-;-;1;-;-;-;-;2;13
"412560 SAO MATEUS DO SUL";6;55;1;11;7;10;-;85;32;16;-;-;4;1;3;1;4;29;265
"412570 SAO MIGUEL DO IGUACU";2;22;3;11;-;4;-;53;27;9;1;-;2;-;1;3;3;20;161
"412575 SAO PEDRO DO IGUACU";-;8;1;4;1;-;-;20;5;2;-;-;-;-;-;-;4;6;51
"412580 SAO PEDRO DO IVAI";5;12;-;8;2;5;-;16;8;6;-;-;3;1;1;-;-;6;73
"412590 SAO PEDRO DO PARANA";1;4;-;2;-;1;-;11;3;1;-;-;-;-;-;-;1;3;27
"412600 SAO SEBASTIAO DA AMOREIRA";2;4;1;2;-;-;-;23;8;3;-;-;-;-;1;1;4;6;55
"412610 SAO TOME";2;6;-;2;-;3;-;9;9;4;-;1;2;-;1;1;-;5;45
"412620 SAPOPEMA";2;4;-;5;-;-;-;10;10;4;1;-;6;-;1;-;2;7;52
"412625 SARANDI";13;88;-;33;4;25;-;154;71;48;2;3;14;-;9;14;12;97;587
"412627 SAUDADE DO IGUACU";2;10;-;4;-;1;-;6;7;1;-;-;1;-;-;-;-;6;38
"412630 SENGES";5;11;-;14;5;6;-;28;11;6;1;-;4;-;1;-;2;13;107
"412635 SERRANOPOLIS DO IGUACU";-;14;-;-;-;2;-;7;8;2;-;-;-;-;-;-;9;3;45
"412640 SERTANEJA";3;13;-;1;-;3;-;18;6;-;1;-;2;-;-;1;2;1;51
"412650 SERTANOPOLIS";-;21;1;5;1;7;-;31;19;10;1;-;6;-;-;-;1;13;116
"412660 SIQUEIRA CAMPOS";7;35;-;15;3;1;-;50;22;8;-;-;6;-;3;2;5;27;184
"412665 SULINA";1;3;-;1;-;1;-;14;-;2;-;-;1;-;-;-;-;2;25
"412667 TAMARANA";3;15;2;4;1;3;-;16;11;7;-;-;3;-;-;1;2;11;79
"412670 TAMBOARA";1;7;1;-;1;-;-;9;3;1;-;1;-;-;-;-;1;4;29
"412680 TAPEJARA";2;19;-;11;2;4;-;32;15;9;-;-;-;-;4;1;1;16;116
"412690 TAPIRA";1;5;-;1;-;1;-;16;12;2;-;-;1;1;2;-;2;3;47
"412700 TEIXEIRA SOARES";2;13;-;5;-;1;-;14;11;2;-;-;2;1;-;1;2;7;61
"412710 TELEMACO BORBA";22;74;1;47;11;11;-;149;71;26;3;-;23;1;6;2;14;62;523
"412720 TERRA BOA";6;26;-;6;2;9;-;36;25;11;-;-;3;-;4;1;3;18;150
"412730 TERRA RICA";1;20;-;5;3;3;-;53;12;8;-;-;2;-;1;-;1;14;123
"412740 TERRA ROXA";1;16;-;11;5;5;-;47;22;8;-;-;5;-;-;1;-;15;136
"412750 TIBAGI";6;24;1;15;4;5;-;38;16;9;1;-;2;-;2;1;3;20;147
"412760 TIJUCAS DO SUL";5;17;-;11;1;4;-;22;16;5;-;1;1;-;1;1;3;6;94
"412770 TOLEDO";8;161;3;33;17;38;-;192;118;48;4;1;14;2;11;11;9;110;780
"412780 TOMAZINA";3;11;-;3;1;3;-;34;6;5;-;-;3;-;1;-;1;9;80
"412785 TRES BARRAS DO PARANA";2;12;-;10;-;1;-;18;9;6;-;-;2;-;-;2;-;8;70
"412788 TUNAS DO PARANA";3;6;-;-;-;-;-;6;5;2;-;1;2;-;-;1;4;3;33
"412790 TUNEIRAS DO OESTE";1;15;-;6;1;3;-;23;10;7;-;1;2;-;-;-;4;10;83
"412795 TUPASSI";3;12;-;4;-;-;-;17;5;1;-;-;4;-;-;-;1;9;56
"412796 TURVO";2;17;-;5;1;3;-;31;18;4;1;-;3;-;1;1;-;14;101
"412800 UBIRATA";1;42;-;13;4;6;-;70;20;13;-;1;4;-;1;3;1;8;187
"412810 UMUARAMA";13;152;2;76;6;31;-;226;78;36;1;5;21;-;16;9;6;86;764
"412820 UNIAO DA VITORIA";7;91;1;29;2;19;-;134;63;24;2;5;9;-;2;6;6;40;440
"412830 UNIFLOR";-;3;-;-;-;-;-;1;-;2;-;-;1;-;1;-;-;1;9
"412840 URAI";4;18;-;2;1;3;-;27;13;4;-;-;6;-;3;-;3;5;89
"412850 WENCESLAU BRAZ";5;27;2;17;4;3;-;38;26;10;-;2;4;-;2;1;-;16;157
"412853 VENTANIA";3;12;1;1;-;2;-;18;10;1;-;1;2;1;-;2;6;9;69
"412855 VERA CRUZ DO OESTE";-;17;-;6;-;3;-;17;12;2;-;1;3;-;-;-;-;4;65
"412860 VERE";1;15;1;4;-;4;-;19;3;4;-;1;1;-;1;-;2;5;61
"412862 ALTO PARAISO";1;4;-;-;1;-;-;11;4;1;-;-;-;-;-;-;1;3;26
"412863 DOUTOR ULYSSES";-;2;-;-;-;1;-;6;1;-;-;-;-;-;1;-;4;3;18
"412865 VIRMOND";1;3;-;6;1;1;-;13;7;2;-;-;-;-;1;-;-;6;41
"412870 VITORINO";2;16;-;5;-;2;-;8;9;3;1;-;4;-;1;-;2;8;61
"412880 XAMBRE";2;6;-;4;1;2;-;20;4;2;-;-;-;1;1;-;1;6;50
"Total";2330;14860;320;4646;912;3393;4;20294;9155;4200;215;308;2167;72;881;636;1785;8388;74566
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
