 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2011
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";3;8;-;5;-;1;-;24;16;7;-;-;4;-;1;-;12;13;94
"411900 PEROLA D'OESTE";1;15;1;-;-;2;-;18;7;8;-;-;-;-;2;-;1;1;56
"411910 PIEN";2;10;-;3;-;2;-;17;8;2;-;-;1;-;1;-;2;8;56
"411915 PINHAIS";30;121;3;52;4;9;-;196;52;46;1;5;12;1;11;10;75;107;735
"411920 PINHALAO";1;12;-;3;-;3;-;21;9;4;-;-;1;-;1;1;1;6;63
"411925 PINHAL DE SAO BENTO";-;3;-;-;-;1;-;3;2;-;-;-;-;-;-;-;3;1;13
"411930 PINHAO";3;25;1;11;6;4;-;54;35;5;-;-;-;-;8;5;5;25;187
"411940 PIRAI DO SUL";3;34;2;13;4;3;-;48;15;5;1;1;6;-;6;1;8;15;165
"411950 PIRAQUARA";26;84;1;35;9;9;-;125;47;23;-;2;10;1;8;8;62;130;580
"411960 PITANGA";2;39;1;9;1;4;-;72;40;15;-;-;5;-;2;3;10;29;232
"411965 PITANGUEIRAS";-;3;-;-;-;1;-;9;2;-;-;-;1;-;-;-;2;6;24
"411970 PLANALTINA DO PARANA";1;5;-;1;-;-;-;9;3;1;-;-;1;-;-;-;1;3;25
"411980 PLANALTO";1;23;-;10;3;1;-;36;16;6;-;-;2;-;1;-;1;9;109
"411990 PONTA GROSSA";77;400;7;134;73;50;-;628;253;126;2;9;38;1;24;14;111;226;2173
"411995 PONTAL DO PARANA";7;19;-;8;2;1;-;40;10;5;1;-;2;-;1;2;20;14;132
"412000 PORECATU";3;26;-;11;1;5;-;44;10;6;-;1;4;-;-;3;5;10;129
"412010 PORTO AMAZONAS";-;9;-;2;-;-;-;11;1;-;-;-;-;-;-;-;-;2;25
"412015 PORTO BARREIRO";-;1;-;2;-;1;-;6;3;1;-;-;-;-;1;-;1;-;16
"412020 PORTO RICO";2;3;-;1;-;1;-;8;1;-;-;-;-;-;1;-;-;1;18
"412030 PORTO VITORIA";1;8;-;3;1;-;-;17;3;1;-;-;-;-;-;-;4;3;41
"412033 PRADO FERREIRA";-;4;-;4;-;1;-;7;2;3;-;-;1;-;-;-;-;1;23
"412035 PRANCHITA";-;10;-;2;2;-;-;9;8;2;-;1;1;-;-;-;1;8;44
"412040 PRESIDENTE CASTELO BRANCO";1;5;-;3;-;-;-;5;4;3;-;1;-;-;-;-;1;6;29
"412050 PRIMEIRO DE MAIO";-;22;-;2;1;2;-;31;20;4;2;-;-;-;1;-;-;8;93
"412060 PRUDENTOPOLIS";7;73;1;9;6;5;-;155;51;27;-;2;4;-;4;3;20;35;402
"412065 QUARTO CENTENARIO";-;7;-;1;1;2;-;16;1;3;-;-;-;-;-;1;-;1;33
"412070 QUATIGUA";2;8;-;6;2;-;-;19;4;3;1;-;3;-;-;-;1;4;53
"412080 QUATRO BARRAS";9;21;-;2;1;4;-;35;13;5;-;1;3;-;1;2;8;21;126
"412085 QUATRO PONTES";-;9;-;-;-;-;-;9;4;2;-;-;-;-;-;-;1;1;26
"412090 QUEDAS DO IGUACU";1;32;2;13;2;4;-;53;16;11;-;-;4;2;4;3;3;27;177
"412100 QUERENCIA DO NORTE";3;11;-;8;1;-;-;31;2;5;-;-;2;-;1;2;-;11;77
"412110 QUINTA DO SOL";2;5;-;3;-;-;-;11;4;4;-;-;-;-;-;-;1;4;34
"412120 QUITANDINHA";-;27;1;9;-;3;-;36;10;7;-;1;1;-;1;1;7;11;115
"412125 RAMILANDIA";2;3;-;1;-;1;-;3;6;1;-;-;-;-;-;-;3;3;23
"412130 RANCHO ALEGRE";2;3;1;3;-;1;-;8;9;2;-;-;-;-;-;1;2;-;32
"412135 RANCHO ALEGRE D'OESTE";1;2;-;2;1;-;-;5;1;4;-;-;-;-;-;-;-;1;17
"412140 REALEZA";1;22;-;3;-;1;-;33;10;5;-;-;3;-;1;-;6;23;108
"412150 REBOUCAS";3;20;-;6;-;3;-;34;12;6;-;1;1;-;-;2;-;16;104
"412160 RENASCENCA";1;7;-;-;2;-;-;12;4;1;-;-;1;-;-;1;3;10;42
"412170 RESERVA";7;16;-;6;1;3;-;72;18;5;1;-;2;-;4;1;7;23;166
"412175 RESERVA DO IGUACU";1;7;-;1;-;1;-;9;8;3;-;-;-;-;1;-;2;10;43
"412180 RIBEIRAO CLARO";8;13;1;4;1;2;-;34;11;5;-;2;-;-;-;3;8;8;100
"412190 RIBEIRAO DO PINHAL";3;26;-;5;1;4;-;30;6;4;-;-;2;-;6;1;11;10;109
"412200 RIO AZUL";2;18;-;2;2;4;-;37;22;4;-;-;-;-;3;-;-;9;103
"412210 RIO BOM";-;3;-;3;-;-;-;8;4;2;-;-;-;-;-;-;-;6;26
"412215 RIO BONITO DO IGUACU";1;17;-;8;-;-;-;28;6;2;-;-;-;-;4;1;1;7;75
"412217 RIO BRANCO DO IVAI";2;5;-;-;1;-;-;8;2;1;1;-;-;-;-;1;2;-;23
"412220 RIO BRANCO DO SUL";7;21;-;5;-;-;-;48;28;6;-;1;1;-;3;2;52;35;209
"412230 RIO NEGRO";4;36;1;7;3;6;-;37;16;13;-;-;4;-;2;1;24;13;167
"412240 ROLANDIA";6;80;1;26;12;12;-;122;36;19;2;4;5;-;5;3;5;69;407
"412250 RONCADOR";-;11;1;1;-;4;-;26;14;7;-;-;3;-;-;1;-;8;76
"412260 RONDON";-;10;-;4;1;2;-;24;2;4;-;-;1;-;-;-;-;12;60
"412265 ROSARIO DO IVAI";-;12;-;3;1;1;-;17;3;2;-;-;-;-;-;-;3;3;45
"412270 SABAUDIA";1;4;-;3;1;-;-;15;3;3;-;-;-;-;1;-;-;7;38
"412280 SALGADO FILHO";-;5;-;2;-;-;-;11;1;2;-;-;1;-;-;-;-;2;24
"412290 SALTO DO ITARARE";5;8;-;6;-;1;-;15;7;3;-;-;1;-;-;1;3;-;50
"412300 SALTO DO LONTRA";1;11;-;4;-;1;-;21;12;4;1;-;1;-;1;-;2;17;76
"412310 SANTA AMELIA";-;6;-;-;-;2;-;9;2;3;-;-;2;-;2;-;4;7;37
"412320 SANTA CECILIA DO PAVAO";-;2;-;3;1;1;-;14;3;3;-;-;-;1;-;-;1;1;30
"412330 SANTA CRUZ DE MONTE CASTELO";1;11;1;6;-;1;-;34;7;3;-;-;2;-;2;2;1;7;78
"412340 SANTA FE";3;11;-;2;-;3;-;19;7;2;-;-;2;-;1;-;4;7;61
"412350 SANTA HELENA";-;26;-;10;1;2;-;52;11;7;-;-;2;-;1;1;8;33;154
"412360 SANTA INES";-;2;-;-;-;2;-;10;2;1;-;-;-;-;-;-;2;-;19
"412370 SANTA ISABEL DO IVAI";1;14;-;6;-;2;-;32;9;2;-;-;2;-;1;1;1;9;80
"412380 SANTA IZABEL DO OESTE";7;17;1;4;-;-;-;19;11;4;-;-;2;1;1;-;1;11;79
"412382 SANTA LUCIA";-;6;-;2;1;2;-;8;5;2;-;-;1;-;1;-;-;6;34
"412385 SANTA MARIA DO OESTE";-;2;-;-;1;1;-;23;10;2;-;-;-;-;1;-;7;12;59
"412390 SANTA MARIANA";6;23;1;4;3;4;-;40;15;12;-;1;3;-;2;-;6;12;132
"412395 SANTA MONICA";-;4;-;1;-;-;-;8;3;2;-;-;1;-;-;-;1;3;23
"412400 SANTANA DO ITARARE";6;11;-;8;1;4;-;10;5;1;-;-;1;-;-;-;3;-;50
"412402 SANTA TEREZA DO OESTE";-;10;-;1;-;-;-;15;8;6;-;1;-;-;-;-;1;10;52
"412405 SANTA TEREZINHA DE ITAIPU";5;29;-;10;1;2;-;35;11;7;-;-;3;-;3;1;2;25;134
"412410 SANTO ANTONIO DA PLATINA";14;54;-;13;9;9;-;121;38;21;-;1;8;1;3;2;10;51;355
"412420 SANTO ANTONIO DO CAIUA";2;3;-;1;1;-;-;10;5;3;-;-;3;-;-;-;-;2;30
"412430 SANTO ANTONIO DO PARAISO";-;3;-;2;1;1;-;6;1;1;-;1;-;-;-;-;5;4;25
"412440 SANTO ANTONIO DO SUDOESTE";4;20;1;5;-;3;-;29;10;6;-;-;2;-;1;-;1;10;92
"412450 SANTO INACIO";-;2;-;2;-;-;-;15;4;4;-;1;2;-;-;-;2;6;38
"412460 SAO CARLOS DO IVAI";3;8;-;4;2;1;-;20;5;1;-;-;2;-;-;-;1;5;52
"412470 SAO JERONIMO DA SERRA";-;14;-;11;3;4;-;31;9;3;-;-;-;-;1;-;9;11;96
"412480 SAO JOAO";-;22;-;8;2;-;-;18;9;2;-;-;1;-;-;1;7;6;76
"412490 SAO JOAO DO CAIUA";1;8;-;4;1;1;-;10;3;7;1;-;-;1;-;1;3;4;45
"412500 SAO JOAO DO IVAI";2;13;-;4;3;-;-;32;8;4;-;1;1;-;1;-;7;14;90
"412510 SAO JOAO DO TRIUNFO";3;17;-;4;1;1;-;28;13;5;-;-;1;-;4;1;1;9;88
"412520 SAO JORGE D'OESTE";-;11;-;4;1;2;-;19;10;3;-;-;-;-;1;-;3;4;58
"412530 SAO JORGE DO IVAI";-;9;-;2;1;2;-;11;3;1;-;-;2;-;-;1;-;-;32
"412535 SAO JORGE DO PATROCINIO";-;8;-;4;-;2;-;19;7;4;-;-;1;1;-;-;-;3;49
"412540 SAO JOSE DA BOA VISTA";-;6;-;5;2;2;-;25;6;1;-;-;2;-;-;-;2;3;54
"412545 SAO JOSE DAS PALMEIRAS";1;3;-;-;-;-;-;11;3;-;-;-;-;1;1;-;2;2;24
"412550 SAO JOSE DOS PINHAIS";61;239;7;101;10;36;1;357;130;71;4;7;24;-;45;16;228;286;1623
"412555 SAO MANOEL DO PARANA";-;1;-;-;-;2;-;7;1;1;-;-;1;-;-;-;-;1;14
"412560 SAO MATEUS DO SUL";2;55;-;11;4;3;-;85;28;11;-;-;3;-;2;4;21;32;261
"412570 SAO MIGUEL DO IGUACU";4;33;-;18;3;6;-;37;16;7;1;2;2;1;4;-;1;39;174
"412575 SAO PEDRO DO IGUACU";1;9;-;1;1;1;-;12;4;4;-;-;3;-;-;-;2;9;47
"412580 SAO PEDRO DO IVAI";1;7;-;5;1;4;-;26;5;3;1;-;-;-;-;-;-;7;60
"412590 SAO PEDRO DO PARANA";-;3;-;2;-;-;-;7;4;1;-;-;1;-;-;-;-;1;19
"412600 SAO SEBASTIAO DA AMOREIRA";2;14;-;5;2;4;-;22;7;6;-;-;1;-;3;-;2;4;72
"412610 SAO TOME";2;3;-;-;1;2;-;11;6;2;-;-;-;-;1;-;-;4;32
"412620 SAPOPEMA";2;5;-;1;-;1;-;17;11;2;-;-;1;-;1;-;7;4;52
"412625 SARANDI";13;84;1;31;5;17;-;171;64;32;2;4;14;2;5;5;19;113;582
"412627 SAUDADE DO IGUACU";2;3;-;3;-;-;-;10;2;-;-;1;-;-;-;-;1;1;23
"412630 SENGES";1;19;1;5;1;4;-;29;8;5;-;1;-;-;2;-;7;20;103
"412635 SERRANOPOLIS DO IGUACU";-;5;-;2;1;1;-;6;5;1;-;-;-;-;1;-;-;5;27
"412640 SERTANEJA";2;3;-;3;-;2;-;11;13;4;-;-;-;-;2;-;3;8;51
"412650 SERTANOPOLIS";1;20;-;6;-;5;-;32;19;8;1;1;1;-;1;2;5;22;124
"412660 SIQUEIRA CAMPOS";8;26;2;17;-;-;-;44;20;4;-;-;3;1;2;-;5;13;145
"412665 SULINA";-;5;-;-;-;-;-;-;2;2;-;-;-;-;1;-;3;3;16
"412667 TAMARANA";-;8;-;2;-;1;-;23;6;5;-;-;-;-;-;1;1;14;61
"412670 TAMBOARA";4;4;-;1;2;-;-;8;4;3;-;-;1;-;1;2;-;3;33
"412680 TAPEJARA";4;15;1;7;1;3;-;35;7;1;-;-;-;1;1;-;7;12;95
"412690 TAPIRA";1;6;-;2;-;1;-;17;3;2;-;-;-;-;1;-;4;-;37
"412700 TEIXEIRA SOARES";1;5;-;2;-;1;-;15;4;2;-;-;-;-;3;-;5;5;43
"412710 TELEMACO BORBA";21;68;2;36;8;10;-;118;66;29;-;-;19;-;2;2;32;64;477
"412720 TERRA BOA";2;25;-;10;3;2;-;49;24;11;-;-;4;-;2;2;1;10;145
"412730 TERRA RICA";2;16;1;5;1;3;-;47;15;10;-;-;1;-;2;-;1;11;115
"412740 TERRA ROXA";1;21;-;12;1;-;-;38;6;3;1;-;3;-;2;1;4;17;110
"412750 TIBAGI";4;30;-;11;4;2;-;48;12;10;-;1;4;1;1;1;5;25;159
"412760 TIJUCAS DO SUL";3;21;-;9;-;2;-;35;11;2;-;-;1;-;-;-;11;10;105
"412770 TOLEDO";18;111;3;39;7;18;-;185;116;31;2;1;8;-;14;9;20;107;689
"412780 TOMAZINA";2;16;-;4;-;1;-;19;5;3;-;-;2;-;1;-;4;7;64
"412785 TRES BARRAS DO PARANA";-;16;1;8;-;-;-;18;13;6;-;1;2;1;1;-;3;11;81
"412788 TUNAS DO PARANA";-;3;-;-;-;-;-;3;2;2;-;-;-;-;-;-;5;4;19
"412790 TUNEIRAS DO OESTE";1;11;-;2;-;3;-;20;4;2;-;-;-;-;2;2;-;10;57
"412795 TUPASSI";-;6;1;2;2;4;-;27;8;1;-;-;-;-;1;-;2;8;62
"412796 TURVO";-;20;1;4;1;1;-;27;10;2;-;-;-;-;3;-;6;20;95
"412800 UBIRATA";5;15;1;7;1;5;-;56;21;12;-;-;5;-;2;2;4;20;156
"412810 UMUARAMA";38;102;-;41;6;17;-;162;60;46;1;2;17;-;13;5;64;83;657
"412820 UNIAO DA VITORIA";5;77;1;12;3;10;-;141;47;14;-;3;7;1;3;3;7;35;369
"412830 UNIFLOR";-;2;-;2;1;-;-;7;1;1;-;-;-;-;-;-;2;1;17
"412840 URAI";-;26;-;7;3;6;-;23;24;7;-;-;1;-;1;2;5;3;108
"412850 WENCESLAU BRAZ";4;26;-;19;1;1;-;58;15;10;-;2;3;-;4;3;9;15;170
"412853 VENTANIA";1;6;1;4;1;2;-;18;4;6;-;-;1;-;2;-;3;14;63
"412855 VERA CRUZ DO OESTE";1;10;1;6;1;3;-;22;11;1;-;-;-;-;-;1;-;10;67
"412860 VERE";3;19;-;2;-;-;-;22;12;4;-;1;1;-;1;-;-;5;70
"412862 ALTO PARAISO";2;5;-;3;-;-;-;10;4;2;-;-;1;-;-;-;1;5;33
"412863 DOUTOR ULYSSES";2;3;-;1;-;-;-;5;3;-;-;-;-;-;1;-;11;6;32
"412865 VIRMOND";-;3;-;2;1;-;-;7;3;2;-;-;-;-;2;2;-;4;26
"412870 VITORINO";4;7;-;1;-;-;-;8;5;-;-;-;-;-;1;-;5;2;33
"412880 XAMBRE";3;4;-;3;-;-;-;16;3;2;-;-;-;-;-;-;6;8;45
"Total";2022;12157;258;4077;904;1766;8;20147;7479;3743;103;284;1285;92;1032;595;3270;9376;68598
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
