 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2023
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"410130 ANTONIO OLINTO";2;15;-;2;1;1;-;23;15;1;1;1;2;-;1;1;-;13;79
"410140 APUCARANA";40;215;5;65;18;63;-;330;95;74;5;5;31;1;8;2;3;106;1066
"410150 ARAPONGAS";29;150;8;45;24;53;-;228;103;45;3;1;30;-;15;6;9;84;833
"410160 ARAPOTI";11;34;-;5;1;7;-;66;36;13;3;1;9;-;4;3;8;29;230
"410165 ARAPUA";1;5;-;5;-;1;-;8;2;2;-;-;1;-;-;1;1;4;31
"410170 ARARUNA";-;21;-;13;5;10;-;38;23;9;1;1;3;-;2;-;2;10;138
"410180 ARAUCARIA";45;165;4;33;21;70;-;224;98;69;3;5;22;2;11;7;7;108;894
"410185 ARIRANHA DO IVAI";-;3;-;3;-;2;-;6;3;-;-;-;1;-;-;1;1;4;24
"410190 ASSAI";6;21;-;5;4;3;-;41;20;8;2;1;11;-;-;-;1;17;140
"410200 ASSIS CHATEAUBRIAND";14;47;3;12;5;14;-;74;30;20;2;1;8;-;2;5;15;32;284
"410210 ASTORGA";6;50;1;27;3;7;-;63;37;9;-;3;3;-;2;2;-;23;236
"410220 ATALAIA";2;6;1;-;3;-;-;12;7;7;-;1;1;-;-;1;-;2;43
"410230 BALSA NOVA";4;24;-;6;-;3;-;30;17;8;-;-;2;-;1;-;4;13;112
"410240 BANDEIRANTES";18;52;8;24;3;13;-;67;39;16;2;1;14;-;1;-;7;23;288
"410250 BARBOSA FERRAZ";4;20;-;8;2;4;-;38;12;9;-;1;4;-;2;-;-;7;111
"410260 BARRACAO";2;14;-;3;1;4;-;27;7;3;-;-;2;-;-;1;1;1;66
"410270 BARRA DO JACARE";1;8;-;1;-;1;-;6;4;3;-;-;3;-;-;-;-;1;28
"410275 BELA VISTA DA CAROBA";1;5;1;2;-;-;-;10;3;3;-;-;-;-;-;-;2;2;29
"410280 BELA VISTA DO PARAISO";5;30;-;8;1;4;-;33;11;11;1;-;6;-;-;3;2;13;128
"410290 BITURUNA";1;29;1;6;3;2;-;26;15;4;-;-;6;-;-;3;2;15;113
"410300 BOA ESPERANCA";3;6;-;3;-;-;-;17;5;2;-;-;1;-;-;1;-;10;48
"410302 BOA ESPERANCA DO IGUACU";3;5;-;1;-;1;-;3;2;1;-;-;-;-;-;1;1;3;21
"410304 BOA VENTURA DE SAO ROQUE";1;8;-;2;-;2;-;12;6;2;-;-;1;-;-;1;2;9;46
"410305 BOA VISTA DA APARECIDA";3;12;1;1;1;1;-;18;7;2;-;-;-;-;1;-;-;16;63
"410310 BOCAIUVA DO SUL";6;21;2;12;3;4;-;33;14;10;-;-;1;-;-;1;4;8;119
"410315 BOM JESUS DO SUL";1;4;-;4;-;1;-;15;7;2;-;-;-;-;-;-;-;6;40
"410320 BOM SUCESSO";2;9;1;9;-;1;-;22;6;4;-;-;4;1;2;-;1;3;65
"410322 BOM SUCESSO DO SUL";2;2;-;-;-;1;-;6;3;-;-;1;1;-;-;-;1;2;19
"410330 BORRAZOPOLIS";4;13;-;1;1;7;-;33;10;2;-;-;5;-;1;-;-;3;80
"410335 BRAGANEY";2;10;-;4;1;1;-;12;5;5;-;1;1;-;1;-;-;6;49
"410337 BRASILANDIA DO SUL";3;4;-;3;1;-;-;3;3;1;2;1;-;1;-;-;2;3;27
"410340 CAFEARA";-;5;-;4;-;2;-;12;-;4;-;-;-;-;-;-;-;1;28
"410345 CAFELANDIA";5;30;-;8;1;6;-;22;13;6;-;1;-;-;1;1;1;7;102
"410347 CAFEZAL DO SUL";1;8;-;8;1;2;-;7;5;5;-;-;-;-;-;-;1;3;41
"410350 CALIFORNIA";3;18;-;5;3;7;-;24;10;1;-;2;6;-;-;-;-;4;83
"410360 CAMBARA";3;45;1;9;2;12;-;69;27;8;1;-;17;-;-;1;9;20;224
"410370 CAMBE";27;136;1;41;17;46;-;183;112;42;5;2;37;-;7;4;13;97;770
"410380 CAMBIRA";2;20;1;3;1;1;-;18;6;9;-;-;4;1;1;-;2;7;76
"410390 CAMPINA DA LAGOA";5;20;-;6;4;2;-;52;15;9;-;1;6;-;-;1;2;16;139
"410395 CAMPINA DO SIMAO";1;7;-;3;-;2;-;6;2;3;-;-;2;-;1;1;1;5;34
"410400 CAMPINA GRANDE DO SUL";20;58;1;16;2;14;-;84;28;14;1;1;10;-;6;1;11;36;303
"410405 CAMPO BONITO";1;3;-;3;-;4;-;14;3;2;-;-;2;-;-;-;-;2;34
"410410 CAMPO DO TENENTE";-;15;-;2;-;1;-;9;3;2;-;-;3;-;-;-;12;9;56
"410420 CAMPO LARGO";31;183;2;27;16;27;-;211;120;34;5;9;36;1;6;7;16;89;820
"410425 CAMPO MAGRO";8;42;-;13;2;10;-;49;22;4;-;1;3;-;1;-;4;23;182
"410430 CAMPO MOURAO";24;138;9;43;11;23;1;171;94;61;1;1;15;-;6;1;6;108;713
"410440 CANDIDO DE ABREU";2;17;-;9;3;2;-;36;17;1;-;1;3;-;-;-;6;16;113
"410442 CANDOI";4;21;1;6;1;1;-;38;16;5;-;2;4;-;1;-;-;17;117
"410445 CANTAGALO";1;24;-;4;2;1;-;31;13;5;-;-;2;-;2;1;6;9;101
"410450 CAPANEMA";3;39;1;6;3;7;-;87;17;7;-;3;5;-;2;1;5;22;208
"410460 CAPITAO LEONIDAS MARQUES";2;27;1;9;1;8;-;28;14;11;-;1;1;-;1;3;-;13;120
"410465 CARAMBEI";8;35;-;2;3;4;-;30;11;4;-;1;3;-;4;-;4;10;119
"410470 CARLOPOLIS";8;24;-;15;1;3;-;46;15;5;-;-;13;-;1;-;4;12;147
"410480 CASCAVEL";80;445;7;76;37;106;1;483;194;116;7;14;35;-;34;16;10;274;1935
"410490 CASTRO";18;92;7;33;16;16;-;168;59;29;2;3;18;-;4;1;4;52;522
"410500 CATANDUVAS";2;12;2;5;-;4;-;14;7;2;-;-;-;1;-;-;1;9;59
"410510 CENTENARIO DO SUL";7;19;1;9;-;4;-;31;12;9;-;-;2;-;-;-;1;11;106
"410520 CERRO AZUL";6;19;-;4;-;1;-;33;10;6;-;-;3;-;2;1;12;7;104
"410530 CEU AZUL";4;21;-;4;-;6;-;24;6;3;-;-;3;-;-;7;1;9;88
"410540 CHOPINZINHO";5;25;1;9;-;11;-;47;17;12;-;3;6;-;1;3;2;32;174
"410550 CIANORTE";32;107;4;36;10;49;-;149;38;45;3;4;7;1;7;5;6;100;603
"410560 CIDADE GAUCHA";-;18;-;9;-;4;-;21;11;8;1;1;6;-;1;1;3;14;98
"410570 CLEVELANDIA";13;22;-;14;-;4;-;41;20;3;2;-;3;-;1;2;-;13;138
"410580 COLOMBO";57;286;3;104;38;71;-;377;168;100;7;11;36;3;25;7;34;160;1487
"410590 COLORADO";6;38;1;9;3;10;-;62;19;11;2;1;8;-;5;2;-;15;192
"410600 CONGONHINHAS";1;20;-;4;3;1;-;24;7;8;-;-;1;-;-;1;2;7;79
"410610 CONSELHEIRO MAIRINCK";5;5;-;3;1;1;-;8;5;3;-;-;1;-;-;-;4;1;37
"410620 CONTENDA";3;25;1;5;-;3;-;46;24;10;1;-;3;-;1;-;9;17;148
"410630 CORBELIA";4;33;-;11;-;5;-;35;18;3;2;1;4;-;-;-;1;19;136
"410640 CORNELIO PROCOPIO";20;74;5;17;3;22;-;116;57;23;4;4;18;2;4;3;11;50;433
"410645 CORONEL DOMINGOS SOARES";2;6;-;2;4;2;-;5;7;2;-;-;-;-;-;1;1;10;42
"410650 CORONEL VIVIDA";7;41;1;5;5;9;-;50;21;9;-;1;5;-;3;3;1;14;175
"410655 CORUMBATAI DO SUL";3;10;-;3;1;1;-;10;5;-;-;-;1;-;-;-;4;-;38
"410657 CRUZEIRO DO IGUACU";-;4;-;2;-;-;-;6;9;2;-;1;1;-;-;-;2;5;32
"410660 CRUZEIRO DO OESTE";11;31;3;6;5;10;-;34;24;10;1;-;4;-;4;3;9;21;176
"410670 CRUZEIRO DO SUL";1;8;1;4;2;1;-;13;3;2;1;-;1;-;-;-;-;2;39
"410680 CRUZ MACHADO";2;17;-;9;3;3;-;42;20;8;-;1;7;-;-;1;4;18;135
"410685 CRUZMALTINA";1;8;-;3;-;1;-;5;1;-;-;-;1;-;-;-;1;3;24
"410690 CURITIBA";573;2694;27;731;162;1054;3;2976;1011;692;56;82;264;4;65;92;299;1135;11920
"410700 CURIUVA";8;9;-;7;3;2;-;29;17;9;-;-;6;-;2;-;2;6;100
"410710 DIAMANTE DO NORTE";-;12;-;2;1;2;-;17;5;1;-;-;-;-;-;-;2;5;47
"410712 DIAMANTE DO SUL";2;4;-;3;1;-;-;9;2;1;-;-;1;-;-;-;-;2;25
"410715 DIAMANTE D'OESTE";1;5;-;4;1;-;-;4;4;3;-;-;-;-;1;2;1;6;32
"410720 DOIS VIZINHOS";7;60;1;23;1;8;-;51;49;11;1;1;12;-;1;7;4;38;275
"410725 DOURADINA";2;14;-;4;1;6;-;15;7;3;-;-;2;-;2;1;-;4;61
"410730 DOUTOR CAMARGO";5;14;-;4;1;4;-;28;6;2;1;-;2;-;-;1;-;3;71
"410740 ENEAS MARQUES";1;6;1;-;-;1;-;7;5;6;-;-;-;-;-;-;1;1;29
"410750 ENGENHEIRO BELTRAO";3;23;1;9;1;11;-;37;18;11;1;-;4;-;-;2;-;13;134
"410752 ESPERANCA NOVA";-;4;-;3;-;1;-;2;2;1;-;-;-;-;-;-;-;1;14
"410753 ENTRE RIOS DO OESTE";1;4;2;1;2;1;-;5;2;2;-;-;1;-;-;-;-;7;28
"410754 ESPIGAO ALTO DO IGUACU";1;9;-;1;1;5;-;10;3;2;-;-;-;-;-;1;-;8;41
"410755 FAROL";-;6;-;-;-;1;-;12;3;1;-;-;-;-;-;-;1;5;29
"410760 FAXINAL";7;25;-;11;2;6;-;52;19;7;-;-;6;1;1;2;2;13;154
"410765 FAZENDA RIO GRANDE";33;144;1;38;14;24;1;164;72;44;3;5;13;1;9;5;14;93;678
"410770 FENIX";1;8;-;1;-;2;-;14;10;2;-;1;2;-;-;-;2;2;45
"410773 FERNANDES PINHEIRO";-;7;-;3;1;3;-;13;8;3;1;-;1;-;-;-;4;8;52
"410775 FIGUEIRA";4;15;-;6;1;2;-;25;7;9;-;-;3;-;-;1;2;3;78
"410780 FLORAI";2;8;-;8;2;4;-;14;5;9;-;-;6;-;-;-;-;4;62
"410785 FLOR DA SERRA DO SUL";1;9;1;4;1;1;-;10;3;1;-;-;-;-;-;-;1;5;37
"410790 FLORESTA";5;15;-;7;-;2;-;23;9;5;1;2;2;-;2;-;-;8;81
"410800 FLORESTOPOLIS";3;20;-;7;-;7;-;31;9;6;1;1;5;-;2;-;1;17;110
"410810 FLORIDA";2;4;-;2;-;-;-;1;3;1;-;1;2;-;-;1;-;1;18
"410820 FORMOSA DO OESTE";1;15;1;9;1;3;-;21;2;3;-;-;3;-;1;-;1;7;68
"410830 FOZ DO IGUACU";117;412;6;161;35;77;-;472;180;120;26;14;45;3;17;16;18;236;1955
"410832 FRANCISCO ALVES";1;10;-;3;-;3;-;21;7;5;-;1;2;-;1;-;8;11;73
"410840 FRANCISCO BELTRAO";18;125;3;23;12;22;-;123;56;31;3;2;13;-;8;10;16;69;534
"410845 FOZ DO JORDAO";1;4;1;6;1;1;-;6;9;2;-;-;1;-;-;-;1;6;39
"410850 GENERAL CARNEIRO";1;19;-;7;1;4;-;23;8;6;-;-;4;-;3;1;2;11;90
"410855 GODOY MOREIRA";1;9;-;8;-;-;-;9;6;2;-;-;-;-;1;-;4;1;41
"410860 GOIOERE";6;48;2;22;3;11;1;79;37;13;2;1;4;1;4;2;-;31;267
"410865 GOIOXIM";2;9;-;1;-;-;-;8;8;4;-;-;2;-;-;2;2;7;45
"410870 GRANDES RIOS";-;8;-;3;2;-;-;26;5;4;-;-;1;-;-;2;2;3;56
"410880 GUAIRA";13;53;1;18;1;5;-;84;37;15;1;-;11;-;2;2;24;31;298
"410890 GUAIRACA";2;10;1;2;1;3;-;21;3;4;-;-;2;-;1;1;-;8;59
"410895 GUAMIRANGA";5;12;-;6;1;3;-;16;7;2;-;-;2;1;-;1;4;7;67
"410900 GUAPIRAMA";1;4;-;5;-;2;-;4;5;3;-;-;2;-;-;1;-;3;30
"410910 GUAPOREMA";-;6;-;2;-;1;-;2;2;-;-;-;1;-;1;-;-;2;17
"410920 GUARACI";1;12;-;2;2;4;-;11;6;6;1;-;3;-;-;-;-;12;60
"410930 GUARANIACU";6;25;1;11;1;4;-;27;25;8;-;-;2;-;1;1;-;19;131
"410940 GUARAPUAVA";28;276;5;71;19;46;-;316;164;66;2;3;41;3;24;10;17;171;1262
"410950 GUARAQUECABA";1;10;-;6;-;-;-;13;8;4;-;-;1;-;-;1;2;3;49
"410960 GUARATUBA";15;47;1;24;5;5;-;97;31;20;1;1;7;-;6;2;18;28;308
"410965 HONORIO SERPA";1;7;-;1;1;3;-;8;3;3;-;-;1;-;1;-;3;2;34
"410970 IBAITI";10;36;1;25;3;12;-;71;25;19;3;1;19;-;4;2;4;28;263
"410975 IBEMA";2;6;-;2;-;1;-;11;8;6;-;-;3;-;1;1;-;10;51
"410980 IBIPORA";33;89;1;14;10;20;-;88;57;23;2;4;23;1;7;1;6;36;415
"410990 ICARAIMA";4;19;-;7;-;3;-;23;13;6;-;1;3;-;1;1;-;10;91
"411000 IGUARACU";1;6;-;4;1;1;-;13;2;2;-;-;1;-;-;-;-;4;35
"411005 IGUATU";5;4;-;-;1;2;-;8;2;2;-;-;1;-;-;1;1;2;29
"411007 IMBAU";2;12;-;6;1;-;-;22;13;8;-;1;2;-;1;-;12;14;94
"411010 IMBITUVA";5;38;1;21;4;10;-;58;20;12;-;-;5;2;1;2;2;19;200
"411020 INACIO MARTINS";1;20;-;8;1;2;-;17;12;4;-;-;2;-;-;1;-;6;74
"411030 INAJA";4;7;-;2;-;1;-;11;1;6;-;-;1;-;-;-;1;5;39
"411040 INDIANOPOLIS";1;9;-;1;3;4;-;11;4;6;-;-;-;-;2;-;1;2;44
"411050 IPIRANGA";3;12;-;4;2;3;-;30;12;2;-;-;4;-;1;1;7;9;90
"411060 IPORA";8;30;1;15;2;6;-;42;23;6;1;1;4;-;2;1;3;16;161
"411065 IRACEMA DO OESTE";-;3;1;1;-;1;-;3;-;3;-;-;1;-;-;1;1;-;15
"411070 IRATI";21;100;-;19;7;17;-;153;46;25;1;3;11;1;3;4;5;40;456
"411080 IRETAMA";2;22;-;11;2;3;-;25;7;11;1;-;2;-;3;-;-;12;101
"411090 ITAGUAJE";3;9;-;3;1;3;-;10;5;3;-;-;1;-;-;-;-;3;41
"411095 ITAIPULANDIA";5;17;1;11;-;3;-;12;6;4;1;-;-;-;-;2;-;11;73
"411100 ITAMBARACA";5;15;1;3;-;6;-;14;12;5;1;-;2;-;-;1;4;3;72
"411110 ITAMBE";-;9;-;4;-;2;-;13;9;7;2;-;-;-;-;-;-;4;50
"411120 ITAPEJARA D'OESTE";1;23;1;3;-;4;-;14;17;7;1;1;1;-;-;1;2;19;95
"411125 ITAPERUCU";6;24;-;12;-;5;-;36;27;8;-;-;6;2;1;5;9;14;155
"411130 ITAUNA DO SUL";1;9;-;4;-;-;-;5;3;-;1;-;2;-;1;-;3;5;34
"411140 IVAI";4;18;1;4;-;2;-;29;11;7;-;-;5;1;3;-;3;14;102
"411150 IVAIPORA";3;59;-;40;4;16;-;100;25;19;-;1;6;-;1;4;7;17;302
"411155 IVATE";3;5;-;5;1;2;-;23;12;-;-;-;4;-;1;-;5;6;67
"411160 IVATUBA";-;5;-;2;-;3;-;10;2;1;-;1;-;-;1;-;-;1;26
"411170 JABOTI";2;9;-;5;-;-;-;18;5;2;-;-;2;-;-;-;1;4;48
"411180 JACAREZINHO";16;56;2;30;6;12;-;109;43;21;1;1;15;-;7;-;10;41;370
"411190 JAGUAPITA";9;18;-;9;1;4;-;30;13;9;-;1;4;-;-;-;2;22;122
"411200 JAGUARIAIVA";6;43;1;30;5;13;-;75;15;13;-;-;4;-;2;1;2;30;240
"411210 JANDAIA DO SUL";9;31;-;10;2;12;-;48;15;9;3;2;8;-;5;3;2;30;189
"411220 JANIOPOLIS";3;7;-;5;1;3;-;18;9;5;-;-;-;-;1;-;-;7;59
"411230 JAPIRA";2;6;-;4;-;4;-;10;7;5;1;-;2;-;-;-;-;7;48
"411240 JAPURA";1;15;-;4;3;4;-;32;8;4;-;-;1;-;1;1;1;10;85
"411250 JARDIM ALEGRE";1;16;-;9;2;4;-;34;10;9;-;-;2;-;1;1;3;18;110
"411260 JARDIM OLINDA";1;3;-;1;-;2;-;1;2;1;-;-;1;-;1;-;-;1;14
"411270 JATAIZINHO";4;24;-;2;1;4;-;33;19;9;4;-;3;-;-;1;-;11;115
"411275 JESUITAS";-;14;-;4;-;2;-;41;11;7;1;1;3;-;-;-;-;12;96
"411280 JOAQUIM TAVORA";4;12;1;11;-;4;-;34;14;7;-;-;2;-;1;-;6;12;108
"411290 JUNDIAI DO SUL";1;5;-;4;-;1;-;11;8;1;-;-;1;-;-;-;-;7;39
"411295 JURANDA";1;11;-;6;3;4;-;18;11;5;-;-;1;-;2;-;-;8;70
"411300 JUSSARA";1;5;1;8;4;3;-;19;7;7;-;-;-;-;-;-;2;5;62
"411310 KALORE";5;6;-;2;1;3;-;21;10;2;-;-;5;-;-;-;-;4;59
"411320 LAPA";14;87;-;14;6;10;-;122;47;23;6;1;13;-;4;2;11;46;406
"411325 LARANJAL";1;7;-;2;1;2;-;11;8;-;-;-;2;-;1;-;1;5;41
"411330 LARANJEIRAS DO SUL";10;55;-;17;3;10;-;53;36;12;1;3;6;1;2;5;2;32;248
"411340 LEOPOLIS";1;8;-;1;-;-;-;12;10;2;-;-;4;-;-;-;2;5;45
"411342 LIDIANOPOLIS";1;4;-;3;-;4;-;7;2;1;-;1;1;-;-;-;1;9;34
"411345 LINDOESTE";2;8;-;3;1;1;-;9;3;2;1;-;-;-;-;-;-;5;35
"411350 LOANDA";8;36;2;8;1;13;-;46;24;8;-;-;6;-;4;2;3;27;188
"411360 LOBATO";2;9;1;3;-;2;-;6;7;3;-;-;1;-;1;2;-;5;42
"411370 LONDRINA";233;873;12;203;54;357;1;1008;456;250;33;47;216;2;36;34;66;447;4328
"411373 LUIZIANA";1;11;1;3;-;4;-;20;9;2;-;-;1;-;-;-;3;9;64
"411375 LUNARDELLI";2;8;-;4;1;1;-;17;6;4;1;-;-;-;-;-;3;4;51
"411380 LUPIONOPOLIS";2;5;-;2;2;2;-;18;9;2;-;-;1;-;1;-;1;10;55
"411390 MALLET";2;29;-;1;2;4;-;38;13;6;-;-;3;-;-;-;-;16;114
"411400 MAMBORE";-;23;-;8;3;6;-;36;19;9;1;2;5;-;1;-;3;16;132
"411410 MANDAGUACU";7;40;1;15;3;10;-;52;25;12;2;1;6;-;3;4;-;23;204
"411420 MANDAGUARI";11;56;2;13;3;19;-;96;41;19;4;4;14;1;-;1;-;34;318
"411430 MANDIRITUBA";6;41;-;16;1;3;-;52;25;8;-;1;4;-;3;1;13;23;197
"411435 MANFRINOPOLIS";-;9;-;2;1;-;-;8;2;-;-;-;1;-;-;-;-;3;26
"411440 MANGUEIRINHA";6;24;-;4;2;5;-;35;16;4;-;-;3;1;2;1;-;12;115
"411450 MANOEL RIBAS";2;22;-;4;3;6;-;26;7;7;-;1;2;-;3;-;5;21;109
"411460 MARECHAL CANDIDO RONDON";18;94;3;12;5;27;-;96;43;29;1;2;9;-;5;1;10;50;405
"411470 MARIA HELENA";1;9;-;3;-;3;-;14;16;2;-;-;5;-;-;-;6;5;64
"411480 MARIALVA";7;63;1;19;1;22;-;75;41;16;2;1;12;-;2;4;2;32;300
"411490 MARILANDIA DO SUL";4;13;-;8;1;3;-;26;14;6;-;3;3;-;-;-;3;3;87
"411500 MARILENA";5;11;1;13;4;2;-;16;7;2;-;1;2;-;-;1;1;5;71
"411510 MARILUZ";7;13;-;7;2;5;-;24;10;6;-;1;1;-;1;-;2;13;92
"411520 MARINGA";93;580;11;142;25;189;-;724;272;152;18;18;90;-;27;22;16;259;2638
"411530 MARIOPOLIS";3;12;-;3;-;1;-;10;5;1;-;-;-;-;-;-;-;3;38
"411535 MARIPA";1;7;1;1;2;-;-;14;4;3;1;1;2;-;-;-;3;4;44
"411540 MARMELEIRO";3;25;-;7;1;4;-;29;15;9;-;2;4;-;4;2;6;15;126
"411545 MARQUINHO";-;6;-;1;1;-;-;11;10;6;-;-;2;-;1;1;-;2;41
"411550 MARUMBI";2;9;-;-;1;-;-;17;-;3;1;-;2;-;-;-;-;3;38
"411560 MATELANDIA";7;18;1;4;4;7;-;28;12;7;2;-;3;-;1;-;1;17;112
"411570 MATINHOS";22;50;3;11;2;9;1;102;44;28;3;2;8;-;6;3;22;46;362
"411573 MATO RICO";-;6;-;5;1;1;-;12;5;2;-;1;-;-;1;1;1;2;38
"411575 MAUA DA SERRA";1;14;-;5;2;1;-;19;6;3;-;1;2;-;1;-;3;9;67
"411580 MEDIANEIRA";10;68;2;16;5;22;-;85;41;19;2;-;9;-;3;4;3;42;331
"411585 MERCEDES";1;11;-;1;1;2;-;11;3;4;-;-;2;-;1;-;-;9;46
"411590 MIRADOR";1;6;-;2;1;-;-;7;2;1;-;-;-;-;-;-;-;3;23
"411600 MIRASELVA";-;2;-;1;-;-;-;6;2;-;-;-;-;-;-;-;-;3;14
"411605 MISSAL";1;23;-;7;-;3;-;34;16;3;1;-;1;-;-;-;2;7;98
"411610 MOREIRA SALES";5;40;-;10;1;5;-;32;19;11;-;-;2;-;1;-;1;14;141
"411620 MORRETES";9;25;2;9;-;2;-;28;17;5;-;1;3;-;2;3;24;20;150
"411630 MUNHOZ DE MELO";2;5;-;6;1;1;-;16;6;2;-;-;2;-;-;-;-;3;44
"411640 NOSSA SENHORA DAS GRACAS";1;6;-;5;-;1;-;6;3;2;-;-;4;-;-;-;-;3;31
"411650 NOVA ALIANCA DO IVAI";-;3;-;1;-;-;-;5;1;-;-;-;-;-;-;-;-;1;11
"411660 NOVA AMERICA DA COLINA";1;4;-;3;-;4;-;10;1;1;2;-;1;-;-;-;2;3;32
"411670 NOVA AURORA";5;16;1;4;1;6;-;30;15;12;-;-;4;-;-;-;-;13;107
"411680 NOVA CANTU";2;14;-;4;2;-;-;14;3;1;-;-;2;-;-;-;-;4;46
"411690 NOVA ESPERANCA";13;42;-;11;5;7;-;60;28;16;-;2;12;-;-;1;-;12;209
"411695 NOVA ESPERANCA DO SUDOESTE";-;10;-;3;-;2;-;8;5;1;-;-;2;-;1;-;-;8;40
"411700 NOVA FATIMA";5;17;1;5;4;2;-;24;4;6;1;1;5;-;-;1;4;10;90
"411705 NOVA LARANJEIRAS";3;16;-;1;-;1;-;21;14;7;1;1;3;-;1;-;8;16;93
"411710 NOVA LONDRINA";3;18;1;8;7;5;-;23;7;4;-;-;3;-;1;-;2;15;97
"411720 NOVA OLIMPIA";1;8;-;2;-;4;-;29;7;1;-;-;1;-;1;-;1;4;59
"411721 NOVA SANTA BARBARA";3;7;1;-;1;4;-;16;8;2;-;-;-;-;-;-;2;6;50
"411722 NOVA SANTA ROSA";2;11;-;3;1;7;-;29;16;6;1;-;2;-;-;-;-;6;84
"411725 NOVA PRATA DO IGUACU";3;18;-;3;-;-;-;23;12;6;-;1;5;-;-;-;-;9;80
"411727 NOVA TEBAS";2;19;-;7;1;1;-;20;6;1;-;1;2;-;-;2;-;12;74
"411729 NOVO ITACOLOMI";2;4;-;1;-;-;-;6;1;2;-;-;-;-;-;-;-;1;17
"411730 ORTIGUEIRA";5;27;-;7;1;8;-;42;19;8;-;-;7;-;2;2;16;25;169
"411740 OURIZONA";2;6;-;1;-;3;-;13;4;1;1;-;2;-;-;-;-;1;34
"411745 OURO VERDE DO OESTE";-;10;1;5;-;1;-;23;4;4;1;-;2;-;-;-;2;4;57
"411750 PAICANDU";9;51;3;13;5;11;-;72;29;18;2;2;18;-;2;4;-;35;274
"411760 PALMAS";8;47;1;5;3;4;-;74;47;21;2;1;15;-;8;2;12;51;301
"411770 PALMEIRA";12;63;-;17;9;9;-;51;38;15;-;-;14;-;5;2;4;32;271
"411780 PALMITAL";2;27;-;8;2;1;-;23;12;6;1;1;1;-;2;-;9;5;100
"411790 PALOTINA";6;46;1;6;2;13;-;61;32;12;4;1;7;-;1;2;6;32;232
"411800 PARAISO DO NORTE";7;18;1;2;2;4;-;30;8;9;-;2;6;-;3;1;1;12;106
"411810 PARANACITY";2;12;-;8;3;4;-;14;7;2;-;-;5;-;-;-;-;10;67
"411820 PARANAGUA";80;182;1;72;9;39;1;350;139;58;11;5;39;2;6;9;48;169;1220
"411830 PARANAPOEMA";1;7;-;1;1;1;-;10;3;-;-;-;-;-;3;-;-;1;28
"411840 PARANAVAI";20;137;3;45;16;43;-;220;98;42;3;6;20;-;9;6;1;69;738
"411845 PATO BRAGADO";2;8;-;4;-;1;-;15;6;4;-;-;2;-;1;1;1;6;51
"411850 PATO BRANCO";29;146;3;27;8;35;-;115;57;36;3;3;20;2;11;2;10;65;572
"411860 PAULA FREITAS";-;7;-;5;-;1;-;14;8;-;-;-;-;-;-;-;-;1;36
"411870 PAULO FRONTIN";3;12;-;2;-;1;-;12;13;8;2;-;3;-;-;1;-;8;65
"411880 PEABIRU";2;16;-;10;2;6;-;34;10;7;-;-;5;-;-;2;3;9;106
"411885 PEROBAL";5;8;-;3;-;5;-;21;7;2;-;-;1;-;1;1;-;10;64
